SeriesInstanceUID,StudyInstanceUID,Modality,SeriesDescription,BodyPartExamined,SeriesNumber,Collection,Visibility,ImageCount
1.3.6.1.4.1.9590.100.1.2.30946803412446097718909326270548961243,1.3.6.1.4.1.9590.100.1.2.280171428013870445016721767953519248575,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.6326146212137720929099055383856573953,1.3.6.1.4.1.9590.100.1.2.425545805510014408339069912323153757248,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.256911302712545834712789594891981521682,1.3.6.1.4.1.9590.100.1.2.245093865812098999218118488340510738161,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.154148519711206075242905286510414335946,1.3.6.1.4.1.9590.100.1.2.33356668112922447308937939623592543306,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.368829861911576282017756338212676894767,1.3.6.1.4.1.9590.100.1.2.227663442513111664814025148250804483871,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.129036127112464149631798606681001263060,1.3.6.1.4.1.9590.100.1.2.402664381511660126529273591301682818162,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.133746066410870818526441558033211157198,1.3.6.1.4.1.9590.100.1.2.89700014912842980904812796780844239459,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.308995243713082827114133549032416681282,1.3.6.1.4.1.9590.100.1.2.155316398412321386830097717093809688958,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.81477356811861181220935482001650306572,1.3.6.1.4.1.9590.100.1.2.192333091013615876632338884061137923761,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.179458899812520629223660238622755428813,1.3.6.1.4.1.9590.100.1.2.184085676813900267703852668551430581104,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.17656049411860406917528541481620403085,1.3.6.1.4.1.9590.100.1.2.125904990912397393220358368070187110678,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.336291577012427810542728610771005346221,1.3.6.1.4.1.9590.100.1.2.141828857611032677225539667364074054668,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.131622043112745811315061144532157260895,1.3.6.1.4.1.9590.100.1.2.291492391712790761812157213724232237923,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.417608135813097018923712441772099200133,1.3.6.1.4.1.9590.100.1.2.390724704811138199912217839863119332743,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.124763553711502840222713752821937905604,1.3.6.1.4.1.9590.100.1.2.191242319710875057441301346623150404042,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.128235415910764098233563211722593019632,1.3.6.1.4.1.9590.100.1.2.201607603912257124322684965674122300676,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.39687204412768757712585658151027219989,1.3.6.1.4.1.9590.100.1.2.32894677512399427928779222003284706013,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.45181171812179860242410412862000710959,1.3.6.1.4.1.9590.100.1.2.60890055811016710913754561713626451496,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.246977598212870752926430767692883581128,1.3.6.1.4.1.9590.100.1.2.168687489610059623426606680892523913767,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.208107019711811342522242530712542759282,1.3.6.1.4.1.9590.100.1.2.16544030212337613934114991982813935189,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.374607437610450192412402692014231567856,1.3.6.1.4.1.9590.100.1.2.291936957211355142938760610733812929506,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.129529196611590670528115209440757460485,1.3.6.1.4.1.9590.100.1.2.399452473711774494135991978560674473804,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.174614892811620217325392006831664307277,1.3.6.1.4.1.9590.100.1.2.68413432311143605442031343713253764295,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.326721637012010321626898042221173930361,1.3.6.1.4.1.9590.100.1.2.49779649911413366232855174680640206263,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.258863389812808483140653180783818293753,1.3.6.1.4.1.9590.100.1.2.311336340713661797938021003692719596395,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.359653834712357915523724051462222236076,1.3.6.1.4.1.9590.100.1.2.289242216011940197237983292304039077223,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.144738786712234738216585484031993689423,1.3.6.1.4.1.9590.100.1.2.368231257011229925541616987401199610176,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.236343279511292525310799085030972923528,1.3.6.1.4.1.9590.100.1.2.161447484311672712438542885193083775061,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.255845637711782565536852604601759547270,1.3.6.1.4.1.9590.100.1.2.9788618311468725722605918022156722143,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.99615833713361508323080027142333720400,1.3.6.1.4.1.9590.100.1.2.47917083812751684727362735883312837408,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.239699144512455029431435821391385894486,1.3.6.1.4.1.9590.100.1.2.220204576712641656221376377951349278873,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.154978001811575941142411368263649992517,1.3.6.1.4.1.9590.100.1.2.395609070911781129011584088641175370743,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.412841229711732634433998050910688769355,1.3.6.1.4.1.9590.100.1.2.379092295813950329722367333203935179698,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.12869627612231993827821925170759563675,1.3.6.1.4.1.9590.100.1.2.154635249912018379806867009471692616793,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.281986553811315949820316643132362105669,1.3.6.1.4.1.9590.100.1.2.102191470912406967618238731753961435638,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.78060109511881183214215719874238829012,1.3.6.1.4.1.9590.100.1.2.340446797013371509319645610401702655075,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.225312674712404832441253979110135741852,1.3.6.1.4.1.9590.100.1.2.295754293612033016024021766492711886875,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.21055311313804633718557804970214380283,1.3.6.1.4.1.9590.100.1.2.116002485310612195926970298143184062686,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.334778996011781732121276571471554160321,1.3.6.1.4.1.9590.100.1.2.207771936612138071607270504261021765942,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.70012532911736490135306300510795887564,1.3.6.1.4.1.9590.100.1.2.184778625211858710825872078080323501795,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.76005815911745512701681591193753262513,1.3.6.1.4.1.9590.100.1.2.227206214211096369528786249030673354837,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.239548739510237429113050679573385847658,1.3.6.1.4.1.9590.100.1.2.329260113710552044102005103543291332475,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.227873690711676823827576319042588800296,1.3.6.1.4.1.9590.100.1.2.165347352011978482800692699052284632267,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.90659068910051449419939541821162144273,1.3.6.1.4.1.9590.100.1.2.242374577711872761436948724811141529289,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.90602848313759785130049921532022276793,1.3.6.1.4.1.9590.100.1.2.17485742312579064209390465653880847045,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.164018835411132907128476003104160322102,1.3.6.1.4.1.9590.100.1.2.395153834112985849636120254813544057361,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.198389102812446171719575740560957137168,1.3.6.1.4.1.9590.100.1.2.132975820712739905823565154624207833607,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.269564891313536052004463789432019496516,1.3.6.1.4.1.9590.100.1.2.40619413110173546927195595662102780831,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.103946003010706999711883723771217783065,1.3.6.1.4.1.9590.100.1.2.388670128711022387428519200281147099544,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.223200299211434089119224646431205382397,1.3.6.1.4.1.9590.100.1.2.2607049911612584438352718542090027770,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.75668329611112631828603828991797511086,1.3.6.1.4.1.9590.100.1.2.307605719911641268009644768273411305213,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.264137553211283361808074930462068297097,1.3.6.1.4.1.9590.100.1.2.423390226712378601506284446010245654436,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.113107599413757334715056198522480123157,1.3.6.1.4.1.9590.100.1.2.241935977213860571331472695312803097921,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.157433088311800596735866615610424202516,1.3.6.1.4.1.9590.100.1.2.237816929211485634831132094742365931310,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.209028941712493109723840065742063283976,1.3.6.1.4.1.9590.100.1.2.284894177012739433526087676763634568425,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.127852344812675202120951809370187154227,1.3.6.1.4.1.9590.100.1.2.102851690413377581816136329493444098277,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.278751293312112492613108122923242306167,1.3.6.1.4.1.9590.100.1.2.43224476312650913411480590150853078887,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.208913694812013874407982112591707335888,1.3.6.1.4.1.9590.100.1.2.370102814913068198206547677484262678448,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.192273959312375546711609345363700619580,1.3.6.1.4.1.9590.100.1.2.239290272312367725832396015833363149315,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.82401643410712260421510988033926939770,1.3.6.1.4.1.9590.100.1.2.270405440713601896007613779240875946801,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.10317846812362504718225532432231442871,1.3.6.1.4.1.9590.100.1.2.244206904911411329706524332831864089998,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.10592468812315578318644345712338755961,1.3.6.1.4.1.9590.100.1.2.361177410613950907010425545430534329459,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.68230632012701319727388911992703728177,1.3.6.1.4.1.9590.100.1.2.103650438711579611930631061923091694728,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.276781632711164698606928383192931648072,1.3.6.1.4.1.9590.100.1.2.301281973710855822036202520890792601889,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.139303772012718913911681962692308180465,1.3.6.1.4.1.9590.100.1.2.353118987212409656728323831200492868732,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.185980758212594454521684496860045514874,1.3.6.1.4.1.9590.100.1.2.304578479413269066842048657241856888591,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.376918381812465861922345488763551558666,1.3.6.1.4.1.9590.100.1.2.392185388813415692908801112843988844849,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.255790762312116957142428299530212374263,1.3.6.1.4.1.9590.100.1.2.403398388710792122039930001040706635189,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.9383151312430789908711205212663448581,1.3.6.1.4.1.9590.100.1.2.137290885511636491113029221733299061144,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.33525463311604309520509720512605682139,1.3.6.1.4.1.9590.100.1.2.156363460113130851021628566210489055313,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.218912511112733612941904682861747892974,1.3.6.1.4.1.9590.100.1.2.315941529012218332617921632032296630057,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.49055609010418986122843145482433179790,1.3.6.1.4.1.9590.100.1.2.148209889612663638538423942760289682966,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.304001531413917597335029692233222603277,1.3.6.1.4.1.9590.100.1.2.412435945213812386316626134053952788079,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.73030337512457320122950127983637154516,1.3.6.1.4.1.9590.100.1.2.38349378011439445538249719600806022885,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.142885277611638033110611880230769163368,1.3.6.1.4.1.9590.100.1.2.238111012112796709516434353924189649350,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.323873351911762283127423474124042969679,1.3.6.1.4.1.9590.100.1.2.398313389611591386315098105911070574310,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.368986444712650578937049988311128526339,1.3.6.1.4.1.9590.100.1.2.29731213111802632635985046144147999871,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.59623433512922916105600224193076722301,1.3.6.1.4.1.9590.100.1.2.274027602210694274111684171750805075444,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.35590170712015951402001860292316082102,1.3.6.1.4.1.9590.100.1.2.335421991111732729600551026081518452923,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.179835165711689866316131934052969592377,1.3.6.1.4.1.9590.100.1.2.270611660911533119423841934502682216686,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.3943379511070400605058474241082098892,1.3.6.1.4.1.9590.100.1.2.156156668311234487400742859863660127104,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.403824995113685855926042098451429311853,1.3.6.1.4.1.9590.100.1.2.72964125812186847521419647080232526126,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.314672984211473148314631420561188631680,1.3.6.1.4.1.9590.100.1.2.159263241711220335200092745000970008147,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.135467727511001008308176209090108076477,1.3.6.1.4.1.9590.100.1.2.196627845512420080202280242191992433653,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.283057547411492757733739237421644364669,1.3.6.1.4.1.9590.100.1.2.138933856711827644035179245323341891893,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.310802915211715856517535090122621973469,1.3.6.1.4.1.9590.100.1.2.11724779811874427219879423151818034104,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.287304805711524041431170965933047146206,1.3.6.1.4.1.9590.100.1.2.162200722011729536114495108143434716328,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.425698079412077502741643782591283336956,1.3.6.1.4.1.9590.100.1.2.229225099810277177524111937373596831728,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.17790195011974356503309694941246466213,1.3.6.1.4.1.9590.100.1.2.35692493212927319705651526882071204101,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.211143567313980572705666984101238760207,1.3.6.1.4.1.9590.100.1.2.131599809812641131301049916603655310219,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.167983370912333385540136411240358652434,1.3.6.1.4.1.9590.100.1.2.364105523611189767721559865981361688485,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.421240757211052274135489665532712199918,1.3.6.1.4.1.9590.100.1.2.265195496811646451628830900570052651322,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.216808559312941034119240923160831351862,1.3.6.1.4.1.9590.100.1.2.251908760412930442336076934484226486067,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.42743836211077677906084043904182953420,1.3.6.1.4.1.9590.100.1.2.318097261211764000621388071753416375730,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.211454300312749482235439446092993818317,1.3.6.1.4.1.9590.100.1.2.142724529013529886208871277023312359850,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.60156917810914737525620819822954849568,1.3.6.1.4.1.9590.100.1.2.73761162312191593237702232411750515552,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.346737023112059737441347004261542315105,1.3.6.1.4.1.9590.100.1.2.184581669011186688441743538360679849624,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.182687950511844256415217936913290715428,1.3.6.1.4.1.9590.100.1.2.18136143012617534118464795332066908077,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.180869746613853192241744905213634425726,1.3.6.1.4.1.9590.100.1.2.37363886312586867131472009112890904229,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.113932543212851140820313827121763493722,1.3.6.1.4.1.9590.100.1.2.360270653812624640719229341610322505198,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.380875278311955950234827380751048602798,1.3.6.1.4.1.9590.100.1.2.42586274011406523711860901710326327669,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.224168078913388678205608549520201352695,1.3.6.1.4.1.9590.100.1.2.290470215912853850128260166512942595565,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.82469470811582019730628947720344371460,1.3.6.1.4.1.9590.100.1.2.178214055011658618732163616181030617458,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.265953197912973660327069359641506533925,1.3.6.1.4.1.9590.100.1.2.338694788812105197809861717921252838478,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.178403482613186499234197165043446533592,1.3.6.1.4.1.9590.100.1.2.199657383813263096217574780630127016741,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.167697417011108999423644253862624856072,1.3.6.1.4.1.9590.100.1.2.273319441611737691619791738050045873986,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.23478273011012398821262698602156931512,1.3.6.1.4.1.9590.100.1.2.394913019612359833430911610221650604470,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.61689595612269292704042290481360023782,1.3.6.1.4.1.9590.100.1.2.300189165313119511912023835412808382508,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.422321660511944928339182593414017067771,1.3.6.1.4.1.9590.100.1.2.146035972912094469740963974653461146658,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.103311533911270368932591251510654259446,1.3.6.1.4.1.9590.100.1.2.423310260411595488234064057640708637649,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.252111322010927493022197164842528938327,1.3.6.1.4.1.9590.100.1.2.368306436111464389534100957750671742564,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.231831818811415582731258200921511188276,1.3.6.1.4.1.9590.100.1.2.375828371411194750506120290801578788591,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.204160554212569649201688795141206203135,1.3.6.1.4.1.9590.100.1.2.173539165911711181731932279570693096894,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.170111429811771449622378492430819679130,1.3.6.1.4.1.9590.100.1.2.30504514511852775512570576910317108404,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.171086958412340436700930910010748351795,1.3.6.1.4.1.9590.100.1.2.194672409610566566200409053641503746489,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.40889055612595821633902040671567155604,1.3.6.1.4.1.9590.100.1.2.76442856211521260832036842553062365733,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.215226313412573905023338082960607706763,1.3.6.1.4.1.9590.100.1.2.197853292811477059800417463321951576936,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.126755783111508380316432377851876372912,1.3.6.1.4.1.9590.100.1.2.207554610412444724724945317490720966379,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.106891403212241567917640106401990119369,1.3.6.1.4.1.9590.100.1.2.177354308713631618239839681791678458762,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.204173776013736332214262798293950507299,1.3.6.1.4.1.9590.100.1.2.307152209613184270129674938141446127198,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.51941006212124694604546402963586764653,1.3.6.1.4.1.9590.100.1.2.57292051112181690733542378793079914653,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.370315874913495676207201903751794384276,1.3.6.1.4.1.9590.100.1.2.192305244812087333430483611192017834227,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.106920945012310500814153560730340285091,1.3.6.1.4.1.9590.100.1.2.54663409711547592920508041220601078405,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.176054613511449460831123815731554188946,1.3.6.1.4.1.9590.100.1.2.8379971212611324716473678270237360423,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.308877441113730856414305104920677800792,1.3.6.1.4.1.9590.100.1.2.96428990012812170004712917863647960018,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.349504173712862535704286567751526799904,1.3.6.1.4.1.9590.100.1.2.135361630311106372728145286992112437484,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.268423762911818542327331296211466557896,1.3.6.1.4.1.9590.100.1.2.421300149712101918318872367683844416194,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.426618652510161520110925531201795982352,1.3.6.1.4.1.9590.100.1.2.87813915812597470417279981030993480969,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.290107355212005678136811137841887954302,1.3.6.1.4.1.9590.100.1.2.302641979511501205634621413693616398211,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.380688420811164855711720421660362201473,1.3.6.1.4.1.9590.100.1.2.346633048012014373038061426120133907326,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.185142233411822089919831973273689627524,1.3.6.1.4.1.9590.100.1.2.182450729311448453627735942933129057394,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.147163746211244495732168608452246150997,1.3.6.1.4.1.9590.100.1.2.45729605311568527302255374630661063609,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.177975320311501953700119425460117452375,1.3.6.1.4.1.9590.100.1.2.201988476611247972535854880260121394698,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.191545176911075830335429047422974458313,1.3.6.1.4.1.9590.100.1.2.80596477813203837805587204213190029101,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.81625112611694442330322190453221192816,1.3.6.1.4.1.9590.100.1.2.54569376213999956432967026112489022131,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.283896293710468565409445671813981066945,1.3.6.1.4.1.9590.100.1.2.25963232211329916222177837011406614957,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.374524690313732405614119264610057663073,1.3.6.1.4.1.9590.100.1.2.188013641513581634200511138893511285115,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
